ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Total_Platforms
407,Penguins of Madagascar,2014,7+,72,1,0,0,0,Movie,1
408,She's Out of My League,2010,18+,72,1,0,1,0,Movie,2
409,Voyeur,2017,18+,72,1,0,0,0,Movie,1
410,It Comes at Night,2017,18+,72,1,0,0,0,Movie,1
411,The Manchurian Candidate,2004,18+,72,1,0,1,0,Movie,2
412,Bon Cop Bad Cop 2,2017,Unknown,72,1,0,0,0,Movie,1
413,Hot Rod,2007,13+,72,1,0,1,0,Movie,2
414,The BFG,2016,7+,72,1,0,0,0,Movie,1
415,Sunday's Illness,2018,13+,72,1,0,0,0,Movie,1
416,The Lorax,2012,7+,72,1,1,0,0,Movie,2
417,Win It All,2017,18+,72,1,0,0,0,Movie,1
418,Mile 22,2018,18+,72,1,0,0,0,Movie,1
419,Tenacious D in The Pick of Destiny,2006,18+,72,1,0,0,0,Movie,1
420,The Sum of All Fears,2002,13+,72,1,0,0,0,Movie,1
421,G.O.R.A.,2004,13+,72,1,0,0,0,Movie,1
422,The Perfect Date,2019,16+,72,1,0,0,0,Movie,1
423,Code 8,2019,Unknown,72,1,0,0,0,Movie,1
424,Cowspiracy: The Sustainability Secret,2014,Unknown,72,1,0,0,0,Movie,1
425,Life As We Know It,2010,13+,72,1,0,0,0,Movie,1
426,American Assassin,2017,18+,72,1,0,0,0,Movie,1
427,August: Osage County,2013,18+,72,1,0,0,0,Movie,1
428,Kuch Kuch Hota Hai,1998,all,72,1,0,0,0,Movie,1
429,Who Am I,2014,Unknown,72,1,0,0,0,Movie,1
430,Free State of Jones,2016,18+,72,1,0,0,0,Movie,1
431,Beast Stalker,2008,Unknown,72,1,0,0,0,Movie,1
432,Dark Skies,2013,16+,72,1,0,0,0,Movie,1
433,Safe Haven,2013,13+,72,1,0,0,0,Movie,1
434,Bāhubali 2: The Conclusion,2017,7+,72,1,0,0,0,Movie,1
435,Outlaw King,2018,18+,72,1,0,0,0,Movie,1
436,Cloudy with a Chance of Meatballs 2,2013,7+,72,1,0,0,0,Movie,1
437,Turbo,2013,7+,72,1,0,0,0,Movie,1
438,G.I. Joe: The Rise of Cobra,2009,13+,72,1,0,0,0,Movie,1
439,Horns,2013,18+,72,1,0,0,0,Movie,1
440,Drishyam,2015,18+,72,1,0,0,0,Movie,1
441,Triple Frontier,2019,18+,72,1,0,0,0,Movie,1
442,"Hail, Caesar!",2016,13+,72,1,0,0,0,Movie,1
443,The Ice Road,2021,13+,72,1,0,0,0,Movie,1
444,Monster House,2006,7+,72,1,0,0,0,Movie,1
445,Freaks,2019,18+,72,1,0,0,0,Movie,1
446,Felon,2008,18+,72,1,0,0,0,Movie,1
447,Horse Girl,2020,18+,72,1,0,0,0,Movie,1
448,A Christmas Prince,2017,7+,72,1,0,1,0,Movie,2
449,Hillbilly Elegy,2020,18+,72,1,0,0,0,Movie,1
450,American Ultra,2015,18+,72,1,0,0,0,Movie,1
451,First Match,2018,18+,72,1,0,0,0,Movie,1
452,The Pelican Brief,1993,13+,72,1,0,0,0,Movie,1
453,The Tourist,2010,13+,72,1,0,0,0,Movie,1
454,The Dawn Wall,2017,16+,72,1,0,0,0,Movie,1
455,I'm Thinking of Ending Things,2020,18+,71,1,0,0,0,Movie,1
456,Shutter,2004,18+,71,1,0,0,0,Movie,1
457,Surf's Up,2007,7+,71,1,0,1,0,Movie,2
458,The Twilight Saga: Breaking Dawn - Part 2,2012,13+,71,1,0,0,0,Movie,1
459,Jagga Jasoos,2017,7+,71,1,0,0,0,Movie,1
460,The Burial of Kojo,2018,Unknown,71,1,0,0,0,Movie,1
461,My Best Friend's Wedding,1997,13+,71,1,0,0,0,Movie,1
462,Bee Movie,2007,7+,71,1,0,0,0,Movie,1
463,Seoul Searching,2015,18+,71,1,0,0,0,Movie,1
464,Before I Fall,2017,13+,71,1,0,0,0,Movie,1
465,The Babysitter,2017,18+,71,1,0,0,0,Movie,1
466,After,2019,13+,71,1,0,0,0,Movie,1
467,"As Above, So Below",2014,18+,71,1,0,0,0,Movie,1
468,Bo Burnham: What.,2013,18+,71,1,0,0,0,Movie,1
469,Stree,2018,Unknown,71,1,0,1,0,Movie,2
470,Velvet Buzzsaw,2019,18+,71,1,0,0,0,Movie,1
471,Savages,2012,18+,71,1,0,0,0,Movie,1
472,Jupiter Ascending,2015,13+,71,1,0,0,0,Movie,1
473,Spectral,2016,13+,71,1,0,0,0,Movie,1
474,Resident Evil: Afterlife,2010,18+,71,1,1,0,0,Movie,2
475,Accepted,2006,13+,71,1,0,0,0,Movie,1
476,"Live Twice, Love Once",2019,18+,71,1,0,0,0,Movie,1
477,Iliza Shlesinger: Elder Millennial,2018,18+,71,1,0,0,0,Movie,1
478,Zindagi Na Milegi Dobara,2011,7+,71,1,0,0,0,Movie,1
479,Free Fire,2017,18+,71,1,0,0,0,Movie,1
480,Soorma,2018,13+,71,1,0,0,0,Movie,1
481,The Zookeeper's Wife,2017,13+,71,1,0,0,0,Movie,1
482,Time Share,2018,18+,71,1,0,0,0,Movie,1
483,The Outpost,2019,18+,71,1,0,0,0,Movie,1
484,Kabir Singh,2019,Unknown,71,1,0,0,0,Movie,1
485,Homecoming: A Film by Beyoncé,2019,13+,71,1,0,0,0,Movie,1
486,Jerry Seinfeld: 23 Hours to Kill,2020,7+,71,1,0,0,0,Movie,1
487,Ip Man 4: The Finale,2019,16+,71,1,0,0,0,Movie,1
488,The Laundromat,2019,18+,71,1,0,0,0,Movie,1
489,The 12th Man,2017,Unknown,71,1,1,0,0,Movie,2
490,Bad Trip,2020,18+,71,1,0,0,0,Movie,1
491,Mr. Peabody & Sherman,2014,7+,71,1,0,0,0,Movie,1
492,Ip Man 3,2015,13+,71,1,0,0,0,Movie,1
493,Rang De Basanti,2006,13+,71,1,0,0,0,Movie,1
494,The Midnight Sky,2020,13+,71,1,0,0,0,Movie,1
495,Mr. Right,2016,18+,71,1,0,0,0,Movie,1
496,White Christmas,1954,Unknown,71,1,0,0,0,Movie,1
497,Synchronic,2020,18+,71,1,0,0,0,Movie,1
498,Adrift,2018,13+,70,1,0,0,0,Movie,1
499,The Game Changers,2019,Unknown,70,1,0,0,0,Movie,1
500,Michelle Wolf: Joke Show,2019,Unknown,70,1,0,0,0,Movie,1
501,Da 5 Bloods,2020,18+,70,1,0,0,0,Movie,1
502,The American,2010,18+,70,1,0,1,0,Movie,2
503,The Best of Enemies,2019,13+,70,1,0,0,0,Movie,1
504,Forgotten,2017,18+,70,1,0,1,0,Movie,2
505,I Don't Feel at Home in This World Anymore,2017,18+,70,1,0,0,0,Movie,1
506,Lupin the Third: The Castle of Cagliostro,1979,7+,70,1,0,0,0,Movie,1
507,Never Back Down,2008,13+,70,1,0,0,0,Movie,1
508,Fear Street: 1666,2021,18+,70,1,0,0,0,Movie,1
509,Zathura: A Space Adventure,2005,7+,70,1,0,0,0,Movie,1
510,"Faith, Hope & Love",2019,7+,70,1,0,0,0,Movie,1
511,2 States,2014,7+,70,1,0,0,0,Movie,1
512,Grass is Greener,2019,Unknown,70,1,0,0,0,Movie,1
513,May the Devil Take You,2018,18+,70,1,0,0,0,Movie,1
514,Double Jeopardy,1999,18+,70,1,0,0,0,Movie,1
515,Ava,2020,18+,70,1,0,0,0,Movie,1
516,Barfi!,2012,all,70,1,0,0,0,Movie,1
517,Barry,2016,Unknown,70,1,0,0,0,Movie,1
518,Go!,2020,Unknown,70,1,0,0,0,Movie,1
519,Everybody's Fine,2009,13+,70,1,0,0,0,Movie,1
520,Monty Python Live at the Hollywood Bowl,1982,18+,70,1,0,0,0,Movie,1
521,Parker,2013,18+,70,1,0,0,0,Movie,1
522,The Karate Kid Part II,1986,7+,70,1,0,0,0,Movie,1
523,System Crasher,2019,Unknown,70,1,0,0,0,Movie,1
524,Under Siege,1992,18+,70,1,0,0,0,Movie,1
525,Brain on Fire,2017,13+,70,1,0,0,0,Movie,1
526,The Butterfly's Dream,2013,13+,70,1,0,0,0,Movie,1
527,The Wrong Missy,2020,18+,70,1,0,0,0,Movie,1
528,Battle: Los Angeles,2011,13+,70,1,0,0,0,Movie,1
529,Pari,2018,13+,70,1,0,1,0,Movie,2
530,The Beguiled,2017,18+,70,1,0,0,0,Movie,1
531,Batman: The Killing Joke,2016,18+,70,1,0,0,0,Movie,1
532,Sex Drive,2008,18+,70,1,0,0,0,Movie,1
533,Mosul,2020,Unknown,70,1,0,0,0,Movie,1
534,Pokémon the Movie: The Power of Us,2018,all,70,1,0,0,0,Movie,1
535,Underdogs,2013,7+,70,1,0,1,0,Movie,2
536,The Little Rascals,1994,7+,70,1,0,0,0,Movie,1
537,Fun with Dick and Jane,2005,13+,70,1,0,1,0,Movie,2
538,Ballerina,2016,7+,70,1,0,0,0,Movie,1
539,Hasan Minhaj: Homecoming King,2017,18+,70,1,0,0,0,Movie,1
540,An Easy Girl,2019,18+,70,1,0,0,0,Movie,1
541,Highway,2014,13+,70,1,0,1,0,Movie,2
542,The Book of Henry,2017,13+,70,1,0,0,0,Movie,1
543,Reversing Roe,2018,Unknown,70,1,0,0,0,Movie,1
544,The Clovehitch Killer,2018,13+,70,1,1,0,0,Movie,2
545,There's Something in the Water,2019,Unknown,70,1,0,0,0,Movie,1
546,Stuart Little,1999,7+,70,1,0,0,0,Movie,1
547,Barakah Meets Barakah,2016,Unknown,70,1,0,0,0,Movie,1
548,Starsky & Hutch,2004,13+,70,1,0,0,0,Movie,1
549,Loving,2016,13+,70,1,0,0,0,Movie,1
550,Haider,2014,13+,70,1,0,0,0,Movie,1
551,The Twilight Saga: Eclipse,2010,13+,70,1,0,0,0,Movie,1
552,Triple 9,2016,18+,70,1,0,0,0,Movie,1
553,Spanglish,2004,13+,70,1,0,0,0,Movie,1
554,The Spiderwick Chronicles,2008,7+,70,1,0,0,0,Movie,1
555,Kahaani,2012,16+,69,1,0,0,0,Movie,1
556,Lady J,2018,16+,69,1,0,0,0,Movie,1
557,The Interpreter,2005,13+,69,1,0,0,0,Movie,1
558,"Frankenstein's Monster's Monster, Frankenstein",2019,16+,69,1,0,0,0,Movie,1
559,Not Another Teen Movie,2001,16+,69,1,0,1,0,Movie,2
560,The Cloverfield Paradox,2018,13+,69,1,0,0,0,Movie,1
561,Disclosure,2020,18+,69,1,0,0,0,Movie,1
562,Hot Girls Wanted,2015,Unknown,69,1,0,0,0,Movie,1
563,Dead Man Down,2013,18+,69,1,0,0,0,Movie,1
564,Fear Street: 1994,2021,Unknown,69,1,0,0,0,Movie,1
565,Kill the Irishman,2011,18+,69,1,0,0,0,Movie,1
566,Set It Up,2018,16+,69,1,0,0,0,Movie,1
567,Case 39,2009,18+,69,1,0,1,0,Movie,2
568,Outside the Wire,2021,18+,69,1,0,0,0,Movie,1
569,Steal a Pencil for Me,2007,Unknown,69,1,0,0,0,Movie,1
570,Project Power,2020,18+,69,1,0,0,0,Movie,1
571,High Strung Free Dance,2018,7+,69,1,0,0,0,Movie,1
572,The Twilight Saga: Breaking Dawn - Part 1,2011,13+,69,1,0,0,0,Movie,1
573,Marc Maron: Too Real,2017,Unknown,69,1,0,0,0,Movie,1
574,The Polka King,2017,Unknown,69,1,0,0,0,Movie,1
575,6 Balloons,2018,18+,69,1,0,0,0,Movie,1
576,Amanda Knox,2016,18+,69,1,0,0,0,Movie,1
577,At Eternity's Gate,2018,13+,69,1,0,0,0,Movie,1
578,Anon,2018,18+,69,1,0,0,0,Movie,1
579,3 Days to Kill,2014,13+,69,1,0,0,0,Movie,1
580,To the Bone,2017,18+,69,1,0,0,0,Movie,1
581,Trollhunters: Rise of the Titans,2021,7+,69,1,0,0,0,Movie,1
582,Mowgli: Legend of the Jungle,2018,13+,69,1,0,0,0,Movie,1
583,Mother's Day,2016,13+,69,1,0,1,0,Movie,2
584,Mortal Kombat,1995,13+,69,1,0,0,0,Movie,1
585,Creep,2014,18+,69,1,0,1,0,Movie,2
586,Death to 2020,2020,18+,69,1,0,0,0,Movie,1
587,Operation Finale,2018,13+,69,1,0,0,0,Movie,1
588,The Great Hack,2019,Unknown,69,1,0,0,0,Movie,1
589,The Land of Steady Habits,2018,Unknown,69,1,0,0,0,Movie,1
590,Suffragette,2015,13+,69,1,0,0,0,Movie,1
591,Wildlife,2018,13+,69,1,0,0,0,Movie,1
592,War Machine,2017,18+,69,1,0,0,0,Movie,1
593,Bending the Arc,2017,Unknown,69,1,0,0,0,Movie,1
594,Kill the Messenger,2014,18+,69,1,0,0,0,Movie,1
595,Feminists: What Were They Thinking?,2018,Unknown,69,1,0,0,0,Movie,1
596,If Anything Happens I Love You,2020,7+,69,1,0,0,0,Movie,1
597,Nobody Speak: Trials of the Free Press,2017,16+,69,1,0,0,0,Movie,1
598,Sand Castle,2017,18+,69,1,0,0,0,Movie,1
599,The Forest of Love,2019,18+,69,1,0,0,0,Movie,1
600,Kabhi Alvida Naa Kehna,2006,18+,69,1,0,0,0,Movie,1
601,Fatherhood,2021,13+,69,1,0,0,0,Movie,1
602,Our Idiot Brother,2011,18+,69,1,0,0,0,Movie,1
603,Quién te cantará,2018,Unknown,68,1,0,0,0,Movie,1
604,Takers,2010,13+,68,1,0,1,0,Movie,2
605,Udaan,2010,18+,68,1,0,0,0,Movie,1
606,City of Joy,2016,Unknown,68,1,0,1,0,Movie,2
607,Under the Shadow,2016,13+,68,1,0,0,0,Movie,1
608,The Silence of Others,2019,Unknown,68,1,0,0,0,Movie,1
609,Nacho Libre,2006,7+,68,1,0,0,0,Movie,1
610,Ninja Assassin,2009,18+,68,1,0,0,0,Movie,1
611,The Twilight Saga: New Moon,2009,13+,68,1,0,0,0,Movie,1
612,Rocks,2020,18+,68,1,0,0,0,Movie,1
613,Step Up Revolution,2012,13+,68,1,1,0,0,Movie,2
614,Giving Voice,2020,13+,68,1,0,0,0,Movie,1
615,Like Father,2018,18+,68,1,0,0,0,Movie,1
616,Eddie Murphy Raw,1987,18+,68,1,0,0,0,Movie,1
617,Berserk: The Golden Age Arc III - The Advent,2013,18+,68,1,0,0,0,Movie,1
618,Aval,2017,13+,68,1,0,0,0,Movie,1
619,The Promise,2016,13+,68,1,0,0,0,Movie,1
620,Prospect,2018,18+,68,1,0,0,0,Movie,1
621,Ne Zha,2019,Unknown,68,1,0,0,0,Movie,1
622,Bad Genius,2017,13+,68,1,0,0,0,Movie,1
623,Burning Sands,2017,18+,68,1,0,0,0,Movie,1
624,Ludo,2020,13+,68,1,0,0,0,Movie,1
625,Eat Pray Love,2010,13+,68,1,0,0,0,Movie,1
626,Circle,2015,Unknown,68,1,0,1,0,Movie,2
627,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,68,1,0,0,0,Movie,1
628,Dovlatov,2018,13+,68,1,0,0,0,Movie,1
629,Lakshya,2004,all,68,1,0,0,0,Movie,1
630,American Murder: The Family Next Door,2020,18+,68,1,0,0,0,Movie,1
631,Jab We Met,2007,13+,68,1,0,1,0,Movie,2
632,Kuchh Bheege Alfaaz,2018,Unknown,68,1,0,0,0,Movie,1
633,John Mulaney: The Comeback Kid,2015,7+,68,1,0,0,0,Movie,1
634,Apostle,2018,18+,68,1,0,0,0,Movie,1
635,After We Collided,2020,18+,68,1,0,0,0,Movie,1
636,Mystic Pizza,1988,16+,68,1,1,0,0,Movie,2
637,Middle Men,2009,18+,68,1,0,0,0,Movie,1
638,To All the Boys: P.S. I Still Love You,2020,16+,68,1,0,0,0,Movie,1
639,Malang,2020,Unknown,68,1,0,0,0,Movie,1
640,Someone Great,2019,18+,68,1,0,0,0,Movie,1
641,Time Trap,2017,18+,68,1,0,0,0,Movie,1
642,In This Corner of the World,2016,13+,68,1,0,0,0,Movie,1
643,C/o Kancharapalem,2018,7+,68,1,0,0,0,Movie,1
644,Agneepath,1990,Unknown,68,1,0,0,0,Movie,1
645,The Package,2018,18+,67,1,0,0,0,Movie,1
646,Tau,2018,18+,67,1,0,0,0,Movie,1
647,Your Highness,2011,18+,67,1,0,1,0,Movie,2
648,Alexander,2004,18+,67,1,0,0,0,Movie,1
649,Rurouni Kenshin: The Final,2021,Unknown,67,1,0,0,0,Movie,1
650,Bill Burr: I'm Sorry You Feel That Way,2014,18+,67,1,0,0,0,Movie,1
651,Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,67,1,0,0,0,Movie,1
652,All the Bright Places,2020,18+,67,1,0,0,0,Movie,1
653,Streets of Fire,1984,7+,67,1,0,0,0,Movie,1
654,Sleepless,2017,18+,67,1,0,0,0,Movie,1
655,An Egyptian Story,1982,Unknown,67,1,0,0,0,Movie,1
656,Major Grom: Plague Doctor,2021,Unknown,67,1,0,0,0,Movie,1
657,Struggle: The Life and Lost Art of Szukalski,2018,18+,67,1,0,0,0,Movie,1
658,Seaspiracy,2021,18+,67,1,0,0,0,Movie,1
659,Wish I Was Here,2014,18+,67,1,0,0,0,Movie,1
660,Moxie,2021,13+,67,1,0,0,0,Movie,1
661,18 Presents,2020,18+,67,1,0,0,0,Movie,1
662,Oxygen,2021,18+,67,1,0,0,0,Movie,1
663,Private Life,2018,18+,67,1,0,0,0,Movie,1
664,The Grandmaster,2013,13+,67,1,0,0,0,Movie,1
665,Home Again,2017,13+,67,1,0,0,0,Movie,1
666,Athlete A,2020,13+,67,1,0,0,0,Movie,1
667,The Outsider,2018,Unknown,67,1,1,1,0,Movie,3
668,The Fourth Kind,2009,13+,67,1,0,0,0,Movie,1
669,Bastille Day,2016,18+,67,1,0,0,0,Movie,1
670,The Whole Truth,2016,18+,67,1,0,0,0,Movie,1
671,Ibiza,2018,18+,67,1,0,0,0,Movie,1
672,Sabotage,2014,18+,67,1,0,0,0,Movie,1
673,Penguin Bloom,2021,13+,67,1,0,0,0,Movie,1
674,The Kissing Booth 2,2020,Unknown,67,1,0,0,0,Movie,1
675,Kingsglaive: Final Fantasy XV,2016,13+,67,1,0,0,0,Movie,1
676,Mirai,2018,7+,67,1,0,0,0,Movie,1
677,Child's Play 2,1990,18+,67,1,0,0,0,Movie,1
678,World Trade Center,2006,13+,67,1,0,1,0,Movie,2
679,OMG: Oh My God!,2012,all,67,1,0,0,0,Movie,1
680,A Private War,2018,18+,67,1,0,0,0,Movie,1
681,Get on Up,2014,13+,67,1,0,0,0,Movie,1
682,The Possession,2012,13+,67,1,0,0,0,Movie,1
683,The Angry Birds Movie 2,2019,7+,67,1,0,0,0,Movie,1
684,Stowaway,2021,18+,67,1,0,0,0,Movie,1
685,Bill Burr: You People Are All The Same,2012,18+,67,1,0,0,0,Movie,1
686,Four Christmases,2008,13+,67,1,0,0,0,Movie,1
687,Bombay Talkies,2013,13+,67,1,0,0,0,Movie,1
688,Vampire Academy,2014,13+,67,1,0,0,0,Movie,1
689,Brick Mansions,2014,13+,67,1,0,0,0,Movie,1
690,Kingdom: Ashin of the North,2021,18+,67,1,0,0,0,Movie,1
691,Andaz Apna Apna,1994,7+,67,1,0,0,0,Movie,1
692,Emicida: AmarElo - It's All for Yesterday,2020,Unknown,67,1,0,0,0,Movie,1
693,Blue Miracle,2021,7+,67,1,0,0,0,Movie,1
694,Holding the Man,2015,Unknown,67,1,0,0,0,Movie,1
695,Small Town Crime,2018,18+,67,1,0,0,0,Movie,1
696,Ek Ladki Ko Dekha Toh Aisa Laga,2019,Unknown,67,1,0,0,0,Movie,1
697,First They Killed My Father,2017,18+,67,1,0,0,0,Movie,1
698,Rising Phoenix,2020,13+,67,1,0,0,0,Movie,1
699,The Wolf's Call,2019,16+,67,1,0,0,0,Movie,1
700,Paan Singh Tomar,2012,7+,67,1,0,0,0,Movie,1
701,John Mulaney & The Sack Lunch Bunch,2019,Unknown,67,1,0,0,0,Movie,1
702,Seventh Son,2015,13+,67,1,0,0,0,Movie,1
703,The Death of Mr. Lazarescu,2005,18+,67,1,0,0,0,Movie,1
704,The Occupant,2020,18+,67,1,0,0,0,Movie,1
705,The Body Remembers When the World Broke Open,2019,18+,67,1,0,0,0,Movie,1
706,The Woman in the Window,2021,18+,67,1,0,0,0,Movie,1
707,Berlin Syndrome,2017,18+,67,1,0,0,0,Movie,1
708,What the Health,2017,Unknown,67,1,0,0,0,Movie,1
709,The Runaways,2010,18+,67,1,0,0,0,Movie,1
710,Kodachrome,2017,18+,67,1,0,0,0,Movie,1
711,Croupier,1998,18+,67,1,0,0,0,Movie,1
712,The Smurfs,2011,7+,67,1,0,0,0,Movie,1
713,Muppets Most Wanted,2014,7+,67,1,0,0,1,Movie,2
714,Creep 2,2017,18+,67,1,0,0,0,Movie,1
715,Mandela: Long Walk to Freedom,2013,13+,66,1,0,0,0,Movie,1
716,Toilet: A Love Story,2017,Unknown,66,1,0,0,0,Movie,1
717,The Square,2013,16+,66,1,0,0,0,Movie,1
718,Jerry Seinfeld: I'm Telling You for the Last Time,1998,all,66,1,0,0,0,Movie,1
719,"Roxanne, Roxanne",2017,18+,66,1,0,0,0,Movie,1
720,Riphagen The Untouchable,2016,Unknown,66,1,0,0,0,Movie,1
721,Dear Zindagi,2016,13+,66,1,0,0,0,Movie,1
722,Vizontele,2001,Unknown,66,1,0,0,0,Movie,1
723,Good on Paper,2021,18+,66,1,0,0,0,Movie,1
724,Ophelia,2019,13+,66,1,0,0,0,Movie,1
725,Black Sea,2014,18+,66,1,0,0,0,Movie,1
726,Girl,2018,18+,66,1,1,0,0,Movie,2
727,Irreplaceable You,2018,18+,66,1,0,0,0,Movie,1
728,The Do-Over,2016,18+,66,1,0,0,0,Movie,1
729,Metallica: Some Kind of Monster,2004,18+,66,1,0,0,0,Movie,1
730,Handsome Devil,2017,18+,66,1,0,0,0,Movie,1
731,Unfriended,2015,18+,66,1,0,0,0,Movie,1
732,Visaranai,2016,Unknown,66,1,0,0,0,Movie,1
733,Been So Long,2018,Unknown,66,1,0,0,0,Movie,1
734,Yes Day,2021,7+,66,1,0,0,0,Movie,1
735,Blood Red Sky,2021,18+,66,1,0,0,0,Movie,1
736,The Bleeding Edge,2018,16+,66,1,0,0,0,Movie,1
737,Tread,2020,Unknown,66,1,0,0,0,Movie,1
738,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,66,1,0,0,0,Movie,1
739,Kevin Hart: Irresponsible,2019,18+,66,1,0,0,0,Movie,1
740,In the Tall Grass,2019,18+,66,1,0,0,0,Movie,1
741,Wadjda,2012,7+,66,1,0,0,0,Movie,1
742,Ferry,2021,18+,66,1,0,0,0,Movie,1
743,The Heartbreak Kid,2007,18+,66,1,0,0,0,Movie,1
744,Fools Rush In,1997,13+,66,1,0,0,0,Movie,1
745,Wild Child,2008,13+,66,1,0,0,0,Movie,1
746,The Lovebirds,2020,18+,66,1,0,0,0,Movie,1
747,Machete Kills,2013,18+,66,1,0,0,0,Movie,1
748,Sergio,2020,18+,66,1,0,0,0,Movie,1
749,The Last Letter From Your Lover,2021,18+,66,1,0,0,0,Movie,1
750,Kursk,2018,13+,66,1,0,0,0,Movie,1
751,Then Came You,2019,13+,66,1,0,0,0,Movie,1
752,Gantz:O,2016,18+,66,1,0,0,0,Movie,1
753,Jenny Slate: Stage Fright,2019,18+,66,1,0,0,0,Movie,1
754,Taylor Swift: Reputation Stadium Tour,2018,7+,66,1,0,0,0,Movie,1
755,Jodhaa Akbar,2008,13+,66,1,0,0,0,Movie,1
756,Red Joan,2018,18+,66,1,0,0,0,Movie,1
757,Amateur,2018,18+,66,1,0,0,0,Movie,1
758,What a Girl Wants,2003,7+,66,1,0,0,0,Movie,1
759,Quigley Down Under,1990,13+,66,1,0,0,0,Movie,1
760,Cop Out,2010,18+,66,1,0,0,0,Movie,1
761,Mindhorn,2016,18+,66,1,0,0,0,Movie,1
762,Katt Williams: Great America,2018,18+,66,1,0,0,0,Movie,1
763,Lingua Franca,2020,Unknown,66,1,0,0,0,Movie,1
764,Abduction,2011,13+,66,1,0,1,0,Movie,2
765,Copenhagen,2014,Unknown,66,1,0,0,0,Movie,1
766,High Flying Bird,2019,18+,66,1,0,0,0,Movie,1
767,Free to Play,2014,Unknown,66,1,0,0,0,Movie,1
768,Life of Crime,2013,18+,66,1,0,0,0,Movie,1
769,A Very Murray Christmas,2015,18+,66,1,0,0,0,Movie,1
770,The Silence,2019,13+,65,1,0,0,0,Movie,1
771,Sarah's Key,2010,13+,65,1,0,0,0,Movie,1
772,Abducted in Plain Sight,2018,all,65,1,0,0,0,Movie,1
773,Winchester,2018,13+,65,1,0,0,0,Movie,1
774,Our Souls at Night,2017,16+,65,1,0,0,0,Movie,1
775,The Karate Kid Part III,1989,7+,65,1,0,0,0,Movie,1
776,Haseen Dillruba,2021,18+,65,1,0,0,0,Movie,1
777,SampleThis,2013,Unknown,65,1,0,0,0,Movie,1
778,Bride of Chucky,1998,18+,65,1,0,0,0,Movie,1
779,Christine,2016,18+,65,1,1,0,0,Movie,2
780,Secret Superstar,2017,Unknown,65,1,0,0,0,Movie,1
781,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,65,1,0,0,0,Movie,1
782,WHAT DID JACK DO?,2017,16+,65,1,0,0,0,Movie,1
783,Blue Jay,2016,Unknown,65,1,0,0,0,Movie,1
784,Deidra & Laney Rob a Train,2017,16+,65,1,0,0,0,Movie,1
785,Hari Kondabolu: Warn Your Relatives,2018,Unknown,65,1,0,0,0,Movie,1
786,Close,2019,18+,65,1,0,0,0,Movie,1
787,Sir,2018,Unknown,65,1,0,0,0,Movie,1
788,Congo,1995,13+,65,1,0,0,0,Movie,1
789,The Prom,2020,13+,65,1,0,0,0,Movie,1
790,Naruto Shippuden the Movie,2007,13+,65,1,0,0,0,Movie,1
791,The Bling Ring,2013,18+,65,1,0,0,0,Movie,1
792,Greater,2016,7+,65,1,0,0,0,Movie,1
793,07:19,2016,Unknown,65,1,0,0,0,Movie,1
794,Neal Brennan: 3 Mics,2017,Unknown,65,1,0,0,0,Movie,1
795,In the Family,2017,Unknown,65,1,0,0,0,Movie,1
796,The Awakening of Motti Wolkenbruch,2018,Unknown,65,1,0,0,0,Movie,1
797,Beats,2019,18+,65,1,0,1,0,Movie,2
798,Lost Girls,2020,18+,65,1,0,0,0,Movie,1
799,The Witch: Part 1. The Subversion,2018,Unknown,65,1,0,0,0,Movie,1
800,Don,2006,13+,65,1,0,0,0,Movie,1
801,A Little Chaos,2015,18+,65,1,0,0,0,Movie,1
802,Dennis the Menace,1993,7+,65,1,0,0,0,Movie,1
803,iBoy,2017,Unknown,65,1,0,0,0,Movie,1
804,Rush: Beyond The Lighted Stage,2010,Unknown,65,1,0,0,0,Movie,1
805,See You Yesterday,2019,Unknown,65,1,0,0,0,Movie,1
806,Metallica: Through the Never,2013,18+,65,1,0,0,0,Movie,1
807,Xtreme,2021,18+,65,1,0,0,0,Movie,1
808,Beyond the Clouds,2018,Unknown,65,1,0,0,0,Movie,1
809,Two Distant Strangers,2020,18+,65,1,0,0,0,Movie,1
810,Bert Kreischer: Secret Time,2018,18+,65,1,0,0,0,Movie,1
811,To All the Boys: Always and Forever,2021,Unknown,65,1,0,0,0,Movie,1
812,Breaking Boundaries: The Science of Our Planet,2021,7+,65,1,0,0,0,Movie,1
813,"Yes, God, Yes",2019,18+,65,1,0,0,0,Movie,1
814,The Long Riders,1980,18+,65,1,0,1,0,Movie,2
815,Shepherds and Butchers,2017,18+,65,1,0,0,0,Movie,1
816,Big Miracle,2012,7+,65,1,0,0,0,Movie,1
817,Gunjan Saxena: The Kargil Girl,2020,16+,65,1,0,0,0,Movie,1
818,The Invisible Guardian,2017,16+,65,1,0,0,0,Movie,1
819,Cop Car,2015,18+,65,1,0,0,0,Movie,1
820,Main Hoon Na,2004,7+,65,1,0,0,0,Movie,1
821,Last Breath,2019,18+,65,1,0,0,0,Movie,1
822,The Stepfather,2009,13+,65,1,1,1,0,Movie,3
